第零層,id,第一層,id,第二層,id,法規名稱,id,英文版,廢止
,,,,,,財政部國有財產局組織條例,G0300003,,
,,,,,,財政部國有財產署中區分署辦事細則,G0310070,,
,,,,,,財政部國有財產署北區分署辦事細則,G0310069,,
,,,,,,財政部國有財產署各分署組織準則,G0300058,,
,,,,,,財政部國有財產署南區分署辦事細則,G0310071,,
,,,,,,財政部國有財產署國有財產估價委員會組織規程,G0300012,,
,,,,,,財政部國有財產署組織法,G0300054,,
,,,,,,財政部國有財產署處務規程,G0310068,,
,,,,,,財政部國庫署組織法,G0300051,,
,,,,,,財政部國庫署組織條例,G0300002,,
,,,,,,財政部國庫署處務規程,G0310051,,
,,,,,,財政部專業獎章頒給辦法,G0310009,,
,,,,,,財政部組織法,G0300001,,
,,,,,,財政部處務規程,G0310006,,
,,,,,,財政部臺北國稅局各分局辦事細則,G0310054,,
,,,,,,財政部臺北國稅局處務規程,G0310053,,
,,,,,,財政部與所屬國家行局公司董（理）事會暨總經理（局長）權責劃分辦法,G0310024,,
,,,,,,財政部賦稅署組織法,G0300052,,
,,,,,,財政部賦稅署組織條例,G0300017,,
,,,,,,財政部賦稅署處務規程,G0310052,,
,,,,,,財政部賦稅署貨物稅評價委員會組織規程,G0300009,,
,,,,,,財政部證券暨期貨管理委員會組織條例,G0300016,,
,,,,,,財政部關務署各關組織準則,G0300057,,
,,,,,,財政部關務署高雄關辦事細則,G0310067,,
,,,,,,財政部關務署基隆關辦事細則,G0310064,,
,,,,,,財政部關務署組織法,G0300053,,
,,,,,,財政部關務署處務規程,G0310063,,
,,,,,,財政部關務署臺中關辦事細則,G0310066,,
,,,,,,財政部關務署臺北關辦事細則,G0310065,,
,,,,,,財政部關稅稅率委員會組織規程,G0300018,,
,,,,,,財政部關稅總局各地區關稅局組織通則,G0300027,,
,,,,,,財政部關稅總局組織條例,G0300026,,
,,,,,,稅捐稽徵機關復查委員會組織規程,G0300015,,
,,,,,,關務人員人事條例,G0350037,,
,,,,綜合規劃目,4005002,,,,
,,,,,,財政部及所屬機關提供政府資訊收費標準,G0310041,,
,,,,,,財政部主管財團法人監督管理準則,G0380041,,
,,,,國際財政目,4005003,,NULL,,
,,,,推動促參目,4005005,,,,
,,,,,,民間參與公共建設申請及審核程序爭議處理規則,D0070063,,
,,,,,,民間參與公共建設甄審委員會組織及評審辦法,D0070064,,
,,,,,,民間參與重大公共建設毗鄰地區禁建限建辦法,D0070065,,
,,,,,,促進民間參與公共建設法,D0070062,,
,,,,,,促進民間參與公共建設法施行細則,D0070068,,
,,,,財政資訊目,4005006,,,,
,,,,,,財政部財政資訊中心提供財稅資訊收費標準,G0340123,,
,,,,國庫目,4005007,,,,
,,,,,,中央公債提前償還或另發新公債調換辦法,G0320028,,
,,,,,,中央公債經理辦法,G0360024,,
,,,,,,中央政府各機關專戶管理辦法,G0320031,,
,,,,,,中央政府建設公債及借款條例,G0360022,,
,,,,,,中央政府債務基金收支保管及運用辦法,G0320032,,
,,,,,,中央政府興建臺灣北部區域第二高速公路建設公債發行條例,G0360028,,
,,,,,,中央政府興建臺灣區高速公路第一期工程建設公債發行條例,G0360017,,
,,,,,,中央統籌分配稅款分配辦法,G0320020,,
,,,,,,中國輸出入銀行條例,G0380010,,
,,,,,,中華民國五十七年度愛國公債發行條例,G0360012,,
,,,,,,中華民國五十五年度愛國公債發行條例,G0360010,,
,,,,,,中華民國五十六年度愛國公債發行條例,G0360011,,
,,,,,,中華民國六十一年度公債發行條例,G0360013,,
,,,,,,中華民國六十二年度公債發行條例,G0360014,,
,,,,,,公共債務法,G0360033,,
,,,,,,公庫法,G0320001,,
,,,,,,公益彩券盈餘運用考核與追回款項保管及運用辦法,G0320024,,
,,,,,,公益彩券盈餘運用情形公告辦法,G0320025,,
,,,,,,公益彩券發行條例,G0380187,,
,,,,,,公益彩券管理辦法,G0380188,,
,,,,,,日據時代株式會社台灣銀行海外分支機構存款及匯款處理條例,G0380185,,
,,,,,,未變性酒精管理辦法,G0330016,,
,,,,,,民國二十三年六釐英金庚款公債條例,G0360001,,
,,,,,,民國二十三年第一期鐵路建設公債條例,G0360005,,
,,,,,,民國二十六年京贛鐵路建設公債條例,G0360008,,
,,,,,,民國三十八年黃金短期公債條例,G0360003,,
,,,,,,民國三十八年整理美金公債條例,G0360004,,
,,,,,,民國三十六年美金公債條例,G0360002,,
,,,,,,各級公庫代理銀行代辦機構及代收稅款機構稅款解繳作業辦法,G0320030,,
,,,,,,地方建設基金收支保管及運用辦法,A0040006,,
,,,,,,地方政府公庫代理銀行遴選辦法,G0320029,,
,,,,,,行政院公營事業民營化基金提撥運用辦法,A0030125,,
,,,,,,政府發展經濟社會向國外借款及保證條例,G0360023,,
,,,,,,政府對民營重大經濟基本建設事業借款保證監督辦法,G0320013,,
,,,,,,原臺灣省菸酒公賣局現職人員離退辦法,G0330028,,
,,,,,,財政收支劃分法,G0320015,,
,,,,,,財政部公益彩券監理委員會組成辦法,G0300031,,
,,,,,,酒品及酒盛裝容器出口證明收費標準,G0330032,,
,,,,,,酒產製工廠設廠標準,G0330026,,
,,,,,,酒盛裝容器衛生標準,G0330031,,
,,,,,,酒販賣場所設置專區專櫃管理辦法,G0330033,,
,,,,,,酒製造業良好衛生標準,G0330019,,
,,,,,,酒類標示管理辦法,G0330014,,
,,,,,,酒類衛生標準（93.06.29訂定）,G0330020,,
,,,,,,國庫支票管理辦法,G0320007,,
,,,,,,國庫收入退還支出收回處理辦法,G0320006,,
,,,,,,國庫券及短期借款條例,G0320008,,
,,,,,,國庫券經理辦法,G0320009,,
,,,,,,國庫法,G0320003,,
,,,,,,國庫法施行細則,G0320004,,
,,,,,,第二期鐵路建設公債條例,G0360006,,
,,,,,,第三期鐵路建設公債條例,G0360007,,
,,,,,,規費法,G0340107,,
,,,,,,菸酒事業廢棄物再利用管理辦法,G0330030,,
,,,,,,菸酒業審查費證照費及許可費收費標準,G0330015,,
,,,,,,菸酒管理法,G0330011,,
,,,,,,菸酒管理法施行細則,G0330012,,
,,,,,,菸產製工廠設廠標準,G0330025,,
,,,,,,菸製造業良好衛生標準,G0330018,,
,,,,,,進口酒類查驗辦法,G0330024,,
,,,,,,農民或原住民製酒管理辦法,G0330023,,
,,,,,,臺灣金融控股股份有限公司條例,G0320026,,
,,,,,,臺灣菸酒股份有限公司條例,G0330027,,
,,,,,,檢舉或查獲違規菸酒案件獎勵辦法,G0330013,,
,,,,賦稅目,4005008,,,,
,,,,,,土地稅法,G0340096,,
,,,,,,土地稅法施行細則,G0340097,,
,,,,,,土地稅減免規則,G0340098,,
,,,,,,中央系統型及汽車冷暖氣機貨物稅折算課徵辦法,G0340033,,
,,,,,,文化藝術事業減免營業稅及娛樂稅辦法,H0170008,,
,,,,,,水源特定區土地減免土地增值稅贈與稅及遺產稅標準,G0340043,,
,,,,,,加值型及非加值型營業稅法,G0340080,,
,,,,,,加值型及非加值型營業稅法施行細則,G0340081,,
,,,,,,外國之事業機關團體組織在中華民國境內從事參加展覽或臨時商務活動申請退還加值型營業稅實施辦法,G0340126,,
,,,,,,外籍旅客購買特定貨物申請退還營業稅實施辦法,K0110023,,
,,,,,,民間機構參與九二一震災災區公共建設適用免納營利事業所得稅辦法,G0340052,,
,,,,,,民間機構參與九二一震災災區公共建設適用投資抵減辦法,G0340053,,
,,,,,,民間機構參與交通建設免納營利事業所得稅辦法,G0340054,,
,,,,,,民間機構參與交通建設減免地價稅房屋稅及契稅標準,G0340055,,
,,,,,,民間機構參與交通建設適用投資抵減辦法,K0020020,,
,,,,,,民間機構參與重大公共建設適用免納營利事業所得稅辦法,G0340057,,
,,,,,,民間機構參與重大公共建設適用投資抵減辦法,G0340058,,
,,,,,,民間機構參與重大公共建設營利事業股東適用投資抵減辦法,G0340044,,
,,,,,,印花稅法,G0340091,,
,,,,,,印花稅法施行細則,G0340092,,
,,,,,,印花稅彙總繳納辦法,G0340094,,
,,,,,,印花稅檢查規則,G0340093,,
,,,,,,各級稅務人員輪調辦法,G0340027,,
,,,,,,各類所得扣繳率標準,G0340028,,
,,,,,,地方稅法通則,G0340108,,
,,,,,,住家用房屋供自住及公益出租人出租使用認定標準,G0340135,,
,,,,,,使用牌照稅法,G0340095,,
,,,,,,受理債權人申請查調債務人財產及所得資料收取服務費標準,G0340109,,
,,,,,,房屋稅條例,G0340102,,
,,,,,,所得基本稅額條例,G0340115,,
,,,,,,所得基本稅額條例施行細則,G0340116,,
,,,,,,所得稅法,G0340003,,
,,,,,,所得稅法施行細則,G0340004,,
,,,,,,股份有限公司組織之都市更新事業機構投資於都市更新地區適用投資抵減辦法,J0040041,,
,,,,,,契稅條例,G0340105,,
,,,,,,軍用貨品貨物稅免稅辦法,G0340018,,
,,,,,,個人選定計算證券交易所得額課稅方式作業辦法,G0340133,,
,,,,,,個人證券交易所得或損失查核辦法,G0340117,,
,,,,,,兼營營業人營業稅額計算辦法,G0340085,,
,,,,,,娛樂稅法,G0340106,,
,,,,,,捐贈教育文化公益慈善宗教團體祭祀公業財團法人財產不計入遺產總額或贈與總額適用標準,G0340035,,
,,,,,,海峽兩岸海運協議及空運補充協議稅收互免辦法,G0340127,,
,,,,,,特種貨物及勞務稅條例,G0340128,,
,,,,,,特種貨物及勞務稅條例施行細則,G0340129,,
,,,,,,特種貨物及勞務稅稅課收入分配及運用辦法,G0340132,,
,,,,,,記帳士法,G0340110,,
,,,,,,記帳士法第三十五條規定之管理辦法,G0340114,,
,,,,,,記帳士懲戒委員會與懲戒覆審委員會組織及審議規則,G0340111,,
,,,,,,記帳士證書核發辦法,G0340112,,
,,,,,,記帳士證書費收費標準,G0340113,,
,,,,,,財務罰鍰處理暫行條例,G0340023,,
,,,,,,財務罰鍰給獎分配辦法,G0340024,,
,,,,,,國內營利事業給付外銷佣金辦理扣繳準則,G0340049,,
,,,,,,執行業務所得查核辦法,G0340030,,
,,,,,,執行業務者帳簿憑證設置取得保管辦法,G0340118,,
,,,,,,教育文化公益慈善機關或團體免納所得稅適用標準,G0340012,,
,,,,,,統一發票使用辦法,G0340082,,
,,,,,,統一發票給獎辦法,G0340083,,
,,,,,,莫拉克颱風災區內土地及建築物減免地價稅及房屋稅辦法,G0340124,,
,,,,,,貨物稅條例,G0340076,,
,,,,,,貨物稅稽徵規則,G0340017,,
,,,,,,貨物稅課稅貨物完稅價格評定規則,G0340038,,
,,,,,,期貨交易稅條例,G0340079,,
,,,,,,減免營利事業所得稅獎勵標準,G0340042,,
,,,,,,稅捐稽徵法,G0340001,,
,,,,,,稅捐稽徵法施行細則,G0340039,,
,,,,,,稅捐稽徵機關管理營利事業會計帳簿憑證辦法,G0340010,,
,,,,,,稅務代理人登記證書費收費標準,G0340121,,
,,,,,,稅務違章案件減免處罰標準,G0340040,,
,,,,,,菸酒稅法,G0330010,,
,,,,,,菸酒稅稽徵規則,G0330022,,
,,,,,,華僑回國投資其經審定之投資額課徵遺產稅優待辦法,G0340075,,
,,,,,,進口貨物稅則預先審核實施辦法,G0340077,,
,,,,,,黃金外幣及上市有價證券作為擔保品計值辦法,G0340034,,
,,,,,,會計師代理所得稅事務辦法,G0340008,,
,,,,,,會計師業務審議委員會設置辦法,G0300023,,
,,,,,,資源回收再利用事業購置設備及研究支出適用投資抵減辦法,G0340120,,
,,,,,,農村社區土地重劃祖先遺留共有土地減徵土地增值稅標準,G0340099,,
,,,,,,電子稅務實施辦法,G0340016,,
,,,,,,銀行業保險業信託投資業證券業期貨業票券業及典當業經營非專屬本業收入範圍認定辦法,G0380086,,
,,,,,,銀行業保險業經營銀行保險本業收入範圍認定辦法,G0340136,,
,,,,,,增繳地價稅抵繳土地增值稅辦法,G0340020,,
,,,,,,適用所得稅協定查核準則,G0340125,,
,,,,,,遺產及贈與稅法,G0340072,,
,,,,,,遺產及贈與稅法施行細則,G0340073,,
,,,,,,營利事業免稅所得相關成本費用損失分攤辦法,G0340119,,
,,,,,,營利事業委託會計師查核簽證申報所得稅辦法,G0340009,,
,,,,,,營利事業所得稅不合常規移轉訂價查核準則,G0340019,,
,,,,,,營利事業所得稅查核準則,G0340051,,
,,,,,,營利事業所得稅藍色申報書實施辦法,G0340006,,
,,,,,,營利事業設置職工退休基金保管運用及分配辦法,G0340011,,
,,,,,,營利事業資產重估價辦法,G0340015,,
,,,,,,營利事業對關係人負債之利息支出不得列為費用或損失查核辦法,G0340130,,
,,,,,,營利事業適用所得稅法第二十四條之四計算營利事業所得額實施辦法,G0340131,,
,,,,,,營業人使用收銀機辦法,G0340084,,
,,,,,,營業登記規則,G0340087,,
,,,,,,營業稅特種稅額查定辦法,G0340086,,
,,,,,,薪資所得扣繳辦法,G0340013,,
,,,,,,證券交易稅條例,G0340078,,
,,,,關務目,4005009,,,,
,,,,,,入境旅客攜帶行李物品報驗稅放辦法,G0350003,,
,,,,,,出口貨物報關驗放辦法,G0350014,,
,,,,,,外銷品沖退原料稅辦法,G0350023,,
,,,,,,外銷廠商退現稅款劃撥處理辦法,G0350052,,
,,,,,,平衡稅及反傾銷稅課徵實施辦法,G0350034,,
,,,,,,民間參與重大公共建設進口貨物免徵及分期繳納關稅辦法,G0350054,,
,,,,,,民間機構參與交通建設進口貨物免徵及分期繳納關稅辦法,G0350046,,
,,,,,,自由貿易港區貨物通關管理辦法,G0350057,,
,,,,,,免稅商店設置管理辦法,G0350036,,
,,,,,,快遞貨物通關辦法,G0350064,,
,,,,,,物流中心貨物通關辦法,G0350049,,
,,,,,,保稅倉庫設立及管理辦法,G0350006,,
,,,,,,政府派駐國外人員任滿調回攜帶自用物品辦法,G0350004,,
,,,,,,軍用物品進口免稅辦法,G0350022,,
,,,,,,原子能設備進口關稅減免辦法,G0350019,,
,,,,,,旅客或隨交通工具服務之人員出入國境攜帶外幣現鈔或有價證券申報及通報辦法,G0350065,,
,,,,,,海運快遞貨物通關辦法,G0350071,,
,,,,,,海關事後稽核實施辦法,G0350055,,
,,,,,,海關執行商標權益保護措施實施辦法,G0350069,,
,,,,,,海關進口稅則,G0350051,,
,,,,,,海關實施假扣押或其他保全措施裁量基準及作業辦法,G0350063,,
,,,,,,海關管理保稅工廠辦法,G0350005,,
,,,,,,海關管理保稅運貨工具辦法,G0350028,,
,,,,,,海關管理貨櫃集散站辦法,G0350026,,
,,,,,,海關管理進出口貨棧辦法,G0350027,,
,,,,,,海關徵收規費規則,G0350025,,
,,,,,,海關緝私案件減免處罰標準,G0350062,,
,,,,,,海關緝私條例,G0350029,,
,,,,,,海關緝私器械使用辦法,G0350038,,
,,,,,,救濟物資進口免稅辦法,G0350020,,
,,,,,,教育研究用品進口免稅辦法,H0020024,,
,,,,,,船員國外回航或調岸攜帶自用行李物品進口辦法,G0350015,,
,,,,,,貨物通關自動化實施辦法,G0350044,,
,,,,,,貨物暫准通關辦法,G0350058,,
,,,,,,貨棧貨櫃集散站保稅倉庫物流中心及海關指定業者實施自主管理辦法,G0350056,,
,,,,,,通關網路經營許可及管理辦法,G0350048,,
,,,,,,報關業設置管理辦法,G0350007,,
,,,,,,減免關稅之進口貨物補稅辦法,G0350011,,
,,,,,,發展再生能源進口貨物免徵及分期繳納關稅辦法,G0350067,,
,,,,,,進口貨物先放後稅實施辦法,G0350041,,
,,,,,,進口貨物估價預先審核實施辦法,G0350068,,
,,,,,,進口貨物原產地認定標準,G0350047,,
,,,,,,進出口貨物查驗準則,G0350013,,
,,,,,,進出口貨物預行報關處理準則,G0350012,,
,,,,,,進出口報單申報事項更正作業辦法,G0350059,,
,,,,,,郵包物品進口免稅辦法,G0350021,,
,,,,,,郵包物品進出口通關辦法,G0350072,,
,,,,,,運輸工具進出口通關管理辦法,G0350010,,
,,,,,,廣告品及貨樣進口通關辦法,G0350017,,
,,,,,,駐華外交機構及其人員進口用品免稅辦法,G0350008,,
,,,,,,優質企業認證及管理辦法,G0350061,,
,,,,,,離島地區進口商品免徵關稅實施辦法,G0350050,,
,,,,,,離島免稅購物商店設置管理辦法,G0350066,,
,,,,,,關務人員人事條例施行細則,G0350042,,
,,,,,,關務人員獎懲辦法,G0350043,,
,,,,,,關務人員職期調任互調或輪調辦法,G0350040,,
,,,,,,關港貿單一窗口運作實施辦法,G0350070,,
,,,,,,關稅法,G0350001,,
,,,,,,關稅法施行細則,G0350002,,
,,,,,,關稅配額實施辦法,G0350053,,
,,,,國有財產目,4005010,,,,
,,,,,,九二一地震災區國私有土地交換作業辦法,G0370017,,
,,,,,,大陸地區人民繼承被繼承人在臺灣地區之遺產管理辦法,Q0060004,,
,,,,,,出租之國有非公用不動產得予讓售範圍準則,G0370012,,
,,,,,,民間興辦社會住宅使用公有非公用不動產之出租及設定地上權優惠辦法,G0370023,,
,,,,,,國有非公用不動產出租管理辦法,G0370019,,
,,,,,,國有非公用不動產交換辦法,G0370018,,
,,,,,,國有非公用海岸土地放租辦法,G0370008,,
,,,,,,國有埋沉財產申請掘發打撈辦法,G0370004,,
,,,,,,國有財產法,G0370001,,
,,,,,,國有財產法施行細則,G0370002,,
,,,,,,國有財產開發基金收支保管及運用辦法（98.11.26訂定）,G0370022,,
